0,51,3,location,Virginia,12
1,57,9,location,North Bergen,3
2,64,16,location,Washington,2
3,65,17,location,Seattle,1
4,66,18,location,Howell St.,1
5,67,19,location,Alder St,1
6,71,23,location,Lee Highway,1
7,72,24,location,Merrifield,1
8,140,92,location,Marshall Avenue,1
9,144,96,location,Bowling Green,1
10,145,97,location,Kentucky,1
11,146,98,location,Rue St. Sebastien,1
12,141,93,location,Minneapolis,1
13,93,45,location,New Jersey,3
14,143,95,location,Laurel Avenue,1
15,81,33,location,US,7
16,142,94,location,Minnesota,1
17,68,20,location,Paris,3
18,113,65,location,Coal Mine Road,2
19,79,31,location,Colorado,3
20,78,30,location,Denver,3
21,149,101,location,St. Mary 's Terrace,1
22,150,102,location,Paddington,1
23,151,103,location,London,1
24,152,104,location,Miami,1
25,102,54,location,Germany,3
26,103,55,location,Hamburg,3
27,133,85,location,Bremerhaven,1
28,134,86,location,Trenton Avenue,1
29,135,87,location,Trenton,1
30,136,88,location,Rhinelander Platz.,1
31,80,32,location,Camp George West Military Reservation,2
32,49,1,location,The Netherlands,3
33,148,100,location,Kandahar,1
34,98,50,location,Afghanistan,5
35,54,6,location,New York City,6
36,94,46,location,Canada,2
37,99,51,location,Sudan,2
38,52,4,location,Amsterdam,4
39,129,81,location,Haarlem,2
40,130,82,location,Lublin,1
41,131,83,location,Poland,1
42,95,47,location,Detroit,1
43,96,48,location,Michigan,1
44,97,49,location,Van Dyke Avenue,1
45,58,10,location,Georgia,2
46,61,13,location,Columbus,1
47,62,14,location,Little York Rd.,1
48,63,15,location,St. Mary's Road,1
49,59,11,location,Texas,3
50,60,12,location,Houston,3
51,73,25,location,El Paso,1
52,74,26,location,Hudspeth County,1
53,75,27,location,Rio Grande,1
54,76,28,location,McNary,1
55,77,29,location,McRae Blvd,1
56,50,2,location,Richmond,4
57,53,5,location,Queens,4
58,55,7,location,Charlottesville,5
59,56,8,location,Myrtle Ave,3
60,69,21,location,France,1
61,70,22,location,Keswick,3
62,82,34,location,Los Angeles,2
63,83,35,location,Culver City,1
64,84,36,location,California,1
65,85,37,location,San Gabriel,1
66,86,38,location,Greenlawn Ave.,1
67,87,39,location,Imperial Highway,1
68,88,40,location,City Park,1
69,89,41,location,El Segundo,1
70,90,42,location,LAX,1
71,91,43,location,Sheldon St.,1
72,92,44,location,Hubbard St.,1
73,100,52,location,Boston,1
74,101,53,location,University Drive,1
75,104,56,location,Springfield,3
76,105,57,location,Egypt,2
77,106,58,location,Dulles Airport,1
78,107,59,location,Washington DC,1
79,108,60,location,Cairo,1
80,109,61,location,Wash. DC,1
81,110,62,location,Floyd Ave.,1
82,111,63,location,Atlanta,1
83,112,64,location,New Orleans,1
84,114,66,location,Colfax Avenue,1
85,115,67,location,Capitol Ave.,2
86,116,68,location,Springfield VA,1
87,117,69,location,O'Hare,1
88,118,70,location,Chicago,1
89,119,71,location,Illinois,1
90,120,72,location,Green Bay,1
91,121,73,location,Wisconsin,1
92,122,74,location,Manhattan,2
93,123,75,location,2932 University Drive,1
94,124,76,location,Webster Ave.,1
95,125,77,location,Bronx,1
96,126,78,location,New York,1
97,127,79,location,United Arab Emirates,2
98,128,80,location,Springfield Mall,1
99,132,84,location,Europe,1
100,137,89,location,Buenos Aires,1
101,138,90,location,Hezboliah,1
102,139,91,location,Guantanamo,2
103,147,99,location,Cuba,1
