0,210,2,org,FBI,25
1,209,1,org,Sprint,3
2,211,3,org,US Post Office,1
3,212,4,org,INS,3
4,213,5,org,Bush Intercontinental Airport,1
5,214,6,org,Continental Airlines,1
6,215,7,org,Reagan National Airport,1
7,216,8,org,The Powhatan Company,1
8,217,9,org,Pentagon,1
9,218,10,org,Home Depot,1
10,219,11,org,American Airlines,3
11,220,12,org,Border Patrol,1
12,221,13,org,University of Texas,1
13,222,14,org,Apex Paper Products Company,1
14,223,15,org,Aryan Nations,1
15,224,16,org,Army CID,1
16,225,17,org,Ryder Truck Rental,1
17,226,18,org,Budget Storage Units,2
18,227,19,org,Beth Israel,1
19,228,20,org,Coast Guard,1
20,229,21,org,Passport Agency,1
21,230,22,org,AMTRAK,1
22,231,23,org,Penn Station NYC,1
23,232,24,org,U-haul,1
24,233,25,org,First Union Bank,2
25,234,26,org,Virginia National Bank,1
26,235,27,org,United Connector,1
27,236,28,org,United,1
28,237,29,org,Empire State Vending Services,2
29,238,30,org,New York Stock Exchange,2
30,239,31,org,University of Virginia,1
31,240,32,org,City Computer Services Corp.,1
32,241,33,org,Clark & Co,1
33,242,34,org,Office Supplies Co.,1
34,243,35,org,Select Gourmet Foods,1
35,244,36,org,First Union National Bank,1
36,245,37,org,Pyramid Bank of Cairo,1
37,246,38,org,Central Bank of Dubai,1
38,247,39,org,CIA,9
39,248,40,org,Sealink Container Corp.,1
40,249,41,org,Al Qaeda,3
41,250,42,org,Taliban,2
42,251,43,org,Marvel Corporation,1
43,252,44,org,German Intelligence,1
44,253,45,org,American Diplomatic Mission Headquarters,1
45,254,46,org,British Special Branch,1
46,255,47,org,M15,1
