0,241,33,org,Clark & Co,1
1,237,29,org,Empire State Vending Services,2
2,242,34,org,Office Supplies Co.,1
3,240,32,org,City Computer Services Corp.,1
4,238,30,org,New York Stock Exchange,2
5,235,27,org,United Connector,1
6,236,28,org,United,1
7,219,11,org,American Airlines,3
8,220,12,org,Border Patrol,1
9,221,13,org,University of Texas,1
10,213,5,org,Bush Intercontinental Airport,1
11,214,6,org,Continental Airlines,1
12,215,7,org,Reagan National Airport,1
13,254,46,org,British Special Branch,1
14,255,47,org,M15,1
15,210,2,org,FBI,25
16,227,19,org,Beth Israel,1
17,211,3,org,US Post Office,1
18,212,4,org,INS,3
19,222,14,org,Apex Paper Products Company,1
20,232,24,org,U-haul,1
21,224,16,org,Army CID,1
22,223,15,org,Aryan Nations,1
23,217,9,org,Pentagon,1
24,218,10,org,Home Depot,1
25,239,31,org,University of Virginia,1
26,226,18,org,Budget Storage Units,2
27,230,22,org,AMTRAK,1
28,231,23,org,Penn Station NYC,1
29,234,26,org,Virginia National Bank,1
30,233,25,org,First Union Bank,2
31,209,1,org,Sprint,3
32,245,37,org,Pyramid Bank of Cairo,1
33,246,38,org,Central Bank of Dubai,1
34,243,35,org,Select Gourmet Foods,1
35,244,36,org,First Union National Bank,1
36,247,39,org,CIA,9
37,249,41,org,Al Qaeda,3
38,229,21,org,Passport Agency,1
39,252,44,org,German Intelligence,1
40,251,43,org,Marvel Corporation,1
41,250,42,org,Taliban,2
42,228,20,org,Coast Guard,1
43,248,40,org,Sealink Container Corp.,1
44,225,17,org,Ryder Truck Rental,1
45,216,8,org,The Powhatan Company,1
46,253,45,org,American Diplomatic Mission Headquarters,1
