0,163,1,"27 April, 2003",7
1,164,2,"26 April, 2003",3
2,165,3,"22 April, 2003",6
3,166,4,"24 April, 2003",2
4,167,5,April 30,1
5,168,6,"21 April, 2003",1
6,169,7,"20 April, 2003",7
7,170,8,"April 25, 2003",1
8,171,9,"30 March, 2003",2
9,172,10,"10 April, 2003",4
10,173,11,"6 April, 2003",2
11,174,12,"16 April, 2003",3
12,175,13,"15 April, 2003",4
13,176,14,"14 April, 2003",2
14,177,15,"11 April, 2003",1
15,178,16,"13 April, 2003",3
16,179,17,"8 April, 2003",1
17,180,18,"7 April, 2003",1
18,181,19,"April 26, 2003",1
19,182,20,"25 April, 2003",4
20,183,21,"29 April, 1930",1
21,184,22,"29 April, 1930hrs",1
22,185,23,"5 April, 2003",1
23,186,24,12 Feb. 1997,1
24,187,25,"23 April, 2003",2
25,188,26,"29 April, 2003",1
26,189,27,"19 April, 2003",1
27,190,28,"18 April, 2003",1
28,191,29,"April 18, 2003",1
29,192,30,"2 December, 2001",1
30,193,31,"I2 December, 20011",1
31,194,32,"1 April, 2003",2
32,195,33,"April 20, 2003",1
33,196,34,"April 21, 2003",1
34,197,35,1994,1
35,198,36,"12 April, 2003",1
36,199,37,"8 April, 2002",1
37,200,38,"9 April, 2003",1
38,201,39,April 2003,1
39,202,40,March of 2003,1
40,203,41,"March, 1993",1
41,204,42,1990 - 1992,1
42,205,43,1987 - 1993,1
43,206,44,January 1996,1
44,207,45,1996,1
45,208,46,"22 December, 2001",1
46,209,1,Sprint,3
47,210,2,FBI,25
48,211,3,US Post Office,1
49,212,4,INS,3
50,213,5,Bush Intercontinental Airport,1
51,214,6,Continental Airlines,1
52,215,7,Reagan National Airport,1
53,216,8,The Powhatan Company,1
54,217,9,Pentagon,1
55,218,10,Home Depot,1
56,219,11,American Airlines,3
57,220,12,Border Patrol,1
58,221,13,University of Texas,1
59,222,14,Apex Paper Products Company,1
60,223,15,Aryan Nations,1
61,224,16,Army CID,1
62,225,17,Ryder Truck Rental,1
63,226,18,Budget Storage Units,2
64,227,19,Beth Israel,1
65,228,20,Coast Guard,1
66,229,21,Passport Agency,1
67,230,22,AMTRAK,1
68,231,23,Penn Station NYC,1
69,232,24,U-haul,1
70,233,25,First Union Bank,2
71,234,26,Virginia National Bank,1
72,235,27,United Connector,1
73,236,28,United,1
74,237,29,Empire State Vending Services,2
75,238,30,New York Stock Exchange,2
76,239,31,University of Virginia,1
77,240,32,City Computer Services Corp.,1
78,241,33,Clark & Co,1
79,242,34,Office Supplies Co.,1
80,243,35,Select Gourmet Foods,1
81,244,36,First Union National Bank,1
82,245,37,Pyramid Bank of Cairo,1
83,246,38,Central Bank of Dubai,1
84,247,39,CIA,9
85,248,40,Sealink Container Corp.,1
86,249,41,Al Qaeda,3
87,250,42,Taliban,2
88,251,43,Marvel Corporation,1
89,252,44,German Intelligence,1
90,253,45,American Diplomatic Mission Headquarters,1
91,254,46,British Special Branch,1
92,255,47,M15,1
